	width	WT_1	WT_2	WT_3	WT_4	TG_1	TG_2	TG_3	TG_4
ENSMUSG00000011305	2087	0	0	0	0	0	0	0	0
ENSMUSG00000011306	2287	735	819	834	1087	1168	1440	918	1032
ENSMUSG00000011349	1619	0	1	0	1	0	0	0	0
ENSMUSG00000011350	2087	0	0	0	0	0	0	0	0
ENSMUSG00000011382	2738	6	13	11	13	16	11	7	19
ENSMUSG00000011427	3658	227	229	240	175	532	567	418	480
ENSMUSG00000011463	3284	0	0	0	0	0	0	0	0
ENSMUSG00000011486	1331	0	1	1	1	1	3	2	2
ENSMUSG00000011589	1748	6	29	13	17	0	1	5	10
ENSMUSG00000011632	843	0	0	1	0	0	0	0	0
ENSMUSG00000011658	5003	124	198	169	237	246	302	207	235
ENSMUSG00000011751	9563	1	0	1	0	3	4	5	3
ENSMUSG00000011752	1831	605	888	952	993	215	251	193	229
ENSMUSG00000011831	8060	214	183	231	167	105	58	71	51
ENSMUSG00000011832	8524	111	155	145	139	598	786	507	456
ENSMUSG00000011837	1769	269	448	407	441	341	385	265	243
ENSMUSG00000011877	4838	1442	2692	2692	2704	1632	1719	1101	982
ENSMUSG00000011884	1762	1383	2021	1931	1776	2658	3054	2225	2226
ENSMUSG00000011958	3455	1119	1128	1163	963	1919	2279	1685	1813
ENSMUSG00000011960	9157	1721	1749	1604	1261	2115	2337	1786	2237
ENSMUSG00000012017	3302	0	1	0	1	0	0	0	1
ENSMUSG00000012042	2093	0	0	0	0	0	0	0	0
ENSMUSG00000012076	2566	511	440	418	436	770	934	679	838
ENSMUSG00000012114	3383	1231	1731	1747	1877	2104	2463	1674	1550
ENSMUSG00000012117	3784	1195	1317	1355	1355	1207	1373	928	994
ENSMUSG00000012123	6942	40	46	30	49	15	13	11	11
ENSMUSG00000012126	4742	64	120	80	127	60	90	48	53
ENSMUSG00000012187	1558	0	0	0	0	0	3	1	0
ENSMUSG00000012211	1270	0	0	1	2	0	2	0	0
ENSMUSG00000012282	1746	0	0	1	0	0	0	0	1
ENSMUSG00000012296	2595	486	930	852	1011	808	1000	665	559
ENSMUSG00000012350	5576	0	0	0	0	0	0	2	0
ENSMUSG00000012396	2242	0	0	0	0	0	0	0	0
ENSMUSG00000012405	2397	3681	5796	5122	5403	2351	2754	1965	1987
ENSMUSG00000012422	10807	1114	1115	839	913	1237	1240	1067	1233
ENSMUSG00000012428	3155	0	1	0	0	0	0	0	0
ENSMUSG00000012429	2672	403	352	326	387	535	600	434	481
ENSMUSG00000012443	4819	6889	6945	7475	6149	11374	13647	11055	12260
ENSMUSG00000012483	1136	459	544	467	451	403	503	398	415
ENSMUSG00000012519	2303	15	17	16	10	78	77	65	83
ENSMUSG00000012520	3645	0	0	0	0	0	0	0	0
ENSMUSG00000012535	13100	3778	3719	4131	3723	3330	3830	2762	3107
ENSMUSG00000012609	15833	797	902	947	1011	811	905	702	774
ENSMUSG00000012640	5119	422	410	454	342	627	646	544	556
ENSMUSG00000012705	1579	2	1	1	0	1	1	0	0
ENSMUSG00000012777	1749	0	0	0	0	0	0	0	0
ENSMUSG00000012819	16939	30	105	80	69	38	48	43	77
ENSMUSG00000012848	1734	9949	16839	15978	17387	5331	6175	3965	3847
ENSMUSG00000012889	3549	61	109	75	140	511	538	367	604
ENSMUSG00000013033	8587	1612	2362	2512	2648	3587	4741	3437	2986
ENSMUSG00000013076	9798	8	10	11	11	1	3	3	4
ENSMUSG00000013083	616	0	0	0	0	0	0	0	0
ENSMUSG00000013089	4103	334	265	307	312	749	604	452	545
ENSMUSG00000013091	871	0	0	0	0	0	0	0	0
ENSMUSG00000013150	4608	117	200	208	187	183	201	135	116
ENSMUSG00000013155	1272	254	497	530	636	420	492	301	285
ENSMUSG00000013158	1212	0	0	2	1	1	0	0	1
ENSMUSG00000013160	1793	598	744	789	701	1360	1695	1115	1122
ENSMUSG00000013236	6970	2283	4105	3519	4850	4133	4518	3110	2985
ENSMUSG00000013275	4912	389	453	504	478	1004	1201	685	679
ENSMUSG00000013338	6896	0	0	0	0	0	0	1	0
ENSMUSG00000013353	5633	0	0	0	0	0	0	0	0
ENSMUSG00000013367	2622	0	0	0	0	0	0	0	0
ENSMUSG00000013415	9682	0	0	0	0	1	3	0	0
ENSMUSG00000013418	1722	0	0	0	0	4	2	0	4
ENSMUSG00000013419	6353	15	30	36	25	46	51	47	19
ENSMUSG00000013465	3432	1461	1715	1805	1774	2135	2242	1633	1738
ENSMUSG00000013483	4605	0	1	0	0	0	0	0	0
ENSMUSG00000013495	5928	280	246	241	362	501	582	439	444
ENSMUSG00000013523	3775	10	13	18	15	5	9	5	9
ENSMUSG00000013539	7040	251	265	289	321	479	608	402	397
ENSMUSG00000013562	1373	4	0	1	0	0	3	1	0
ENSMUSG00000013584	2264	0	0	0	0	0	0	0	0
ENSMUSG00000013593	2313	2313	3036	2969	2949	2524	3194	2059	2244
ENSMUSG00000013611	2935	4	7	2	6	10	9	3	5
ENSMUSG00000013622	2082	207	255	264	319	392	464	331	336
ENSMUSG00000013629	8183	5748	8520	9196	12004	1581	2157	1538	1453
ENSMUSG00000013643	1284	0	0	0	0	0	1	0	0
ENSMUSG00000013646	6352	318	443	449	465	588	762	462	451
ENSMUSG00000013653	926	0	0	0	0	0	0	0	0
ENSMUSG00000013662	2813	1984	1885	1789	1597	2063	2329	1812	1971
ENSMUSG00000013663	11507	3303	3457	2660	2431	3730	4151	3386	3201
ENSMUSG00000013668	1826	0	0	0	0	0	0	0	0
ENSMUSG00000013698	3861	18	34	27	25	41	39	28	22
ENSMUSG00000013701	1786	758	805	905	1038	458	557	465	426
ENSMUSG00000013707	1122	16	24	19	40	105	139	69	123
ENSMUSG00000013736	4413	1490	1327	1341	1151	806	972	735	954
ENSMUSG00000013766	1273	0	0	0	0	0	0	0	0
ENSMUSG00000013787	5489	2655	4230	4010	4923	4148	4824	3134	2776
ENSMUSG00000013822	1092	761	940	1037	1002	787	1129	703	706
ENSMUSG00000013833	4663	379	786	757	1014	818	881	567	470
ENSMUSG00000013846	4985	1084	1157	1036	980	1507	1155	909	1311
ENSMUSG00000013858	4663	987	1833	1570	2031	1980	2365	1537	1357
ENSMUSG00000013878	5032	231	214	168	202	480	565	455	393
ENSMUSG00000013921	3935	11	7	17	7	21	22	10	6
ENSMUSG00000013928	2432	1	1	1	0	0	1	0	0
ENSMUSG00000013936	1950	0	0	0	0	0	0	0	0
ENSMUSG00000013973	5861	449	605	625	514	703	870	605	623
ENSMUSG00000013974	1494	0	0	1	0	0	1	0	0
ENSMUSG00000013997	4932	495	542	575	514	805	971	671	784
ENSMUSG00000014030	8853	0	0	0	0	0	0	0	0
ENSMUSG00000014039	10547	912	1047	950	867	1129	1309	976	911
ENSMUSG00000014074	4462	1308	1072	1009	931	1210	1346	1112	1373
ENSMUSG00000014075	2385	53	46	60	65	56	33	26	27
ENSMUSG00000014077	3499	1155	1279	1205	1008	2029	2269	1665	1825
ENSMUSG00000014104	1208	0	0	0	0	0	0	0	0
ENSMUSG00000014158	4076	6	3	2	12	13	31	24	14
ENSMUSG00000014164	3329	44	44	41	45	67	97	48	53
ENSMUSG00000014177	2235	188	165	158	189	158	201	154	203
ENSMUSG00000014195	4863	4565	5086	5283	4840	7057	8300	5693	6069
ENSMUSG00000014198	3101	0	1	0	0	2	1	0	0
ENSMUSG00000014226	2390	4204	4739	4599	3849	1213	1287	1136	1200
ENSMUSG00000014232	2279	606	604	655	720	679	824	513	667
ENSMUSG00000014243	732	43	42	41	49	19	39	24	22
ENSMUSG00000014245	2268	243	249	242	254	174	214	149	166
ENSMUSG00000014294	572	373	803	852	961	598	792	485	395
ENSMUSG00000014301	857	163	158	158	197	244	256	160	223
ENSMUSG00000014303	4373	44	77	63	78	126	123	98	75
ENSMUSG00000014313	3567	1823	2108	2091	1836	1210	1615	1162	1122
ENSMUSG00000014329	7441	0	0	0	0	0	0	3	0
ENSMUSG00000014349	3997	1337	1731	1856	1475	1721	1984	1424	1571
ENSMUSG00000014351	687	0	0	0	0	0	0	0	0
ENSMUSG00000014353	8395	417	469	387	317	773	921	711	770
ENSMUSG00000014355	16714	5447	5387	5634	5579	5127	5553	4347	4792
ENSMUSG00000014361	4336	0	0	0	0	1	0	0	0
ENSMUSG00000014402	2730	868	941	823	909	1069	1283	965	1076
ENSMUSG00000014418	6482	917	932	884	820	1411	1663	1180	1276
ENSMUSG00000014426	5305	663	829	835	833	699	798	524	496
ENSMUSG00000014444	9933	1902	3111	2926	3669	2284	2765	1734	1639
ENSMUSG00000014453	2475	151	239	190	247	569	476	393	421
ENSMUSG00000014470	1985	454	842	587	809	1637	1945	1275	1122
ENSMUSG00000014496	5229	1857	1680	1766	1733	2061	2374	1712	1927
ENSMUSG00000014498	8401	3607	4256	4716	4571	3751	4308	2948	3259
ENSMUSG00000014503	2666	2	7	3	6	5	12	6	11
ENSMUSG00000014504	3630	1128	1194	1039	980	953	1103	839	919
ENSMUSG00000014529	2345	0	0	0	0	0	1	0	0
ENSMUSG00000014542	2471	0	6	0	0	0	0	1	0
ENSMUSG00000014543	1192	0	0	0	0	0	0	0	0
ENSMUSG00000014547	2011	25	68	66	63	135	141	92	108
ENSMUSG00000014550	8783	692	755	785	775	816	1062	799	746
ENSMUSG00000014551	6576	584	684	727	769	434	497	363	422
ENSMUSG00000014554	4611	307	325	310	347	525	693	457	538
ENSMUSG00000014592	14570	178	180	162	137	183	262	147	157
ENSMUSG00000014599	5281	0	2	1	1	0	0	0	0
ENSMUSG00000014601	5453	600	665	695	819	1390	1700	1089	1098
ENSMUSG00000014602	9330	0	1	0	1	0	0	0	0
ENSMUSG00000014603	1874	0	0	1	0	0	0	0	0
ENSMUSG00000014606	2120	773	966	881	1029	1424	1705	1172	1290
ENSMUSG00000014609	1690	5	12	2	4	0	0	0	2
ENSMUSG00000014633	2043	439	529	590	574	546	693	502	531
ENSMUSG00000014668	4437	1184	1375	1229	1295	2484	3283	2221	2380
ENSMUSG00000014686	1635	0	0	1	1	24	24	4	19
ENSMUSG00000014704	1775	2	3	2	1	13	9	7	12
ENSMUSG00000014725	3680	0	0	0	0	0	0	0	0
ENSMUSG00000014747	1739	0	0	0	1	0	0	0	0
ENSMUSG00000014748	4088	1454	1716	1598	1656	2086	2555	1732	1758
ENSMUSG00000014763	4518	635	652	605	588	965	1057	811	825
ENSMUSG00000014767	13399	808	795	762	673	835	1047	795	878
ENSMUSG00000014769	1036	2083	2500	2482	2364	2025	2351	1732	1750
ENSMUSG00000014771	2582	455	462	567	518	460	541	409	416
ENSMUSG00000014773	4219	2	12	13	17	1	5	1	0
ENSMUSG00000014776	2869	0	0	1	1	2	3	2	5
ENSMUSG00000014778	4666	581	980	796	783	1320	1399	989	914
ENSMUSG00000014782	5331	32	59	49	70	49	64	73	40
ENSMUSG00000014786	5222	422	519	522	578	715	806	563	618
ENSMUSG00000014791	3060	65	121	92	96	242	249	177	186
ENSMUSG00000014813	3743	91	109	128	60	1140	547	595	397
ENSMUSG00000014837	3552	247	304	251	396	473	683	420	419
ENSMUSG00000014846	1848	19	15	12	27	19	20	16	9
ENSMUSG00000014850	11254	1300	1229	1243	1228	1200	1453	964	1172
ENSMUSG00000014852	4925	0	0	0	0	0	0	0	0
ENSMUSG00000014856	1511	245	391	335	375	416	477	318	298
ENSMUSG00000014859	1992	3738	5090	4765	4775	5115	5363	3810	3861
ENSMUSG00000014867	3281	2899	3932	3558	3869	4084	4792	3554	3403
ENSMUSG00000014873	3408	1006	1068	1228	1315	632	760	536	582
ENSMUSG00000014905	1865	537	674	462	446	500	602	530	344
ENSMUSG00000014907	2990	733	730	612	530	171	197	158	197
ENSMUSG00000014932	7508	1	1	2	2	1	2	2	1
ENSMUSG00000014956	10913	4925	4917	3728	3285	4790	4830	4714	4564
ENSMUSG00000014959	4145	1879	2314	2221	2348	1804	2305	1612	1601
ENSMUSG00000014980	4195	242	236	217	200	147	209	103	201
ENSMUSG00000015001	1912	0	0	0	0	0	0	0	0
ENSMUSG00000015002	11091	1515	1604	1449	1326	2041	2468	1813	1807
ENSMUSG00000015013	607	174	193	174	223	271	374	264	211
ENSMUSG00000015016	2206	227	285	314	350	276	365	238	255
ENSMUSG00000015023	2957	1878	2307	2488	2265	1595	1860	1250	1363
ENSMUSG00000015027	2585	320	349	379	483	626	671	458	518
ENSMUSG00000015053	5398	0	6	5	1	0	1	0	0
ENSMUSG00000015083	1493	13	17	12	17	9	20	9	22
ENSMUSG00000015085	2128	1	2	0	0	0	0	0	0
ENSMUSG00000015087	6379	1607	2117	2151	2272	1980	2372	1631	1541
ENSMUSG00000015090	1649	0	0	1	0	0	0	0	0
ENSMUSG00000015092	1317	604	1204	1200	1434	1056	1368	877	828
ENSMUSG00000015093	1012	0	2	5	1	2	2	0	1
ENSMUSG00000015094	3906	2	3	3	2	1	3	1	2
ENSMUSG00000015095	3052	643	875	821	1132	1420	1802	1170	1113
ENSMUSG00000015112	3798	438	466	450	418	160	159	125	152
ENSMUSG00000015120	5474	2705	2874	2775	2577	3063	4232	2740	2978
ENSMUSG00000015126	1192	383	513	548	536	544	649	462	451
ENSMUSG00000015127	5673	289	448	353	436	701	894	593	534
ENSMUSG00000015133	10307	3	8	4	9	3	2	1	1
ENSMUSG00000015134	4617	1	0	3	3	0	0	0	1
ENSMUSG00000015143	3805	2577	3547	3591	3463	7182	8994	5707	6051
ENSMUSG00000015149	5035	621	971	952	953	1242	1574	1038	1021
ENSMUSG00000015165	5953	9757	12320	13332	12150	11184	13600	9252	9768
ENSMUSG00000015176	3634	8149	9221	10574	10903	2419	2974	2090	2459
ENSMUSG00000015189	4037	739	694	567	540	677	794	629	691
ENSMUSG00000015202	3837	214	223	273	241	159	162	130	118
ENSMUSG00000015214	5859	1017	1039	909	790	1336	1490	1173	1283
ENSMUSG00000015217	2234	722	745	901	680	618	654	553	604
ENSMUSG00000015222	16449	3	5	5	2	2	1	3	2
ENSMUSG00000015224	3337	5	11	17	7	32	36	18	28
ENSMUSG00000015242	1733	0	0	0	0	0	0	0	0
ENSMUSG00000015243	10363	11	30	11	18	196	209	137	142
ENSMUSG00000015247	1687	352	346	336	345	396	457	315	323
ENSMUSG00000015289	2021	462	528	531	571	439	522	390	405
ENSMUSG00000015290	3142	814	901	912	1012	728	959	670	786
ENSMUSG00000015291	4296	1886	2216	1934	1940	4711	6286	4321	4733
ENSMUSG00000015305	7183	6	16	14	12	7	6	10	35
ENSMUSG00000015312	1266	80	264	118	167	66	118	86	55
ENSMUSG00000015314	10832	1822	1572	1647	1608	3599	4104	2795	3443
ENSMUSG00000015316	6156	104	104	88	89	158	257	218	230
ENSMUSG00000015335	1785	137	202	173	193	230	282	177	170
ENSMUSG00000015337	1063	55	133	112	204	27	31	11	16
ENSMUSG00000015340	5808	0	0	3	4	1	4	1	3
ENSMUSG00000015341	2383	814	1031	878	869	1038	1284	924	919
ENSMUSG00000015342	5076	183	201	176	148	18	23	29	34
ENSMUSG00000015354	4625	0	0	0	0	0	0	0	0
ENSMUSG00000015355	1189	568	610	618	612	718	799	596	697
ENSMUSG00000015357	3494	749	719	752	656	751	865	680	735
ENSMUSG00000015363	5591	578	851	831	1070	1389	1488	1012	898
ENSMUSG00000015365	4183	0	0	0	0	0	0	0	0
ENSMUSG00000015377	4607	318	447	427	504	498	622	398	369
ENSMUSG00000015396	2143	1	4	0	1	1	0	2	1
ENSMUSG00000015401	1544	0	0	3	1	1	3	0	3
ENSMUSG00000015405	3762	0	0	0	0	0	0	0	1
ENSMUSG00000015437	1418	0	1	0	0	0	0	0	0
ENSMUSG00000015441	906	0	0	0	0	0	0	0	0
ENSMUSG00000015443	953	0	0	0	0	0	0	0	0
ENSMUSG00000015451	6206	16	26	27	41	40	37	35	38
ENSMUSG00000015452	2141	54	124	85	92	196	181	119	121
ENSMUSG00000015461	2757	711	1268	1231	1765	1351	1725	1093	852
ENSMUSG00000015467	1761	60	108	100	98	188	229	150	141
ENSMUSG00000015468	8061	14	13	11	17	11	4	7	7
ENSMUSG00000015474	2614	668	914	752	925	1514	2037	1260	1238
ENSMUSG00000015476	2306	602	1001	678	906	2712	4204	2282	2281
ENSMUSG00000015478	1483	358	493	449	534	729	835	572	598
ENSMUSG00000015484	3882	0	0	0	0	0	0	0	0
ENSMUSG00000015488	4693	680	833	774	758	1116	1539	1005	975
ENSMUSG00000015501	13720	1248	1323	1270	1485	3649	4902	3431	3361
ENSMUSG00000015519	1858	0	0	0	0	0	0	0	0
ENSMUSG00000015522	8007	1029	1096	1110	1053	1830	2211	1515	1612
ENSMUSG00000015533	4214	0	1	0	0	0	0	0	0
ENSMUSG00000015536	9054	376	367	375	307	483	617	407	453
ENSMUSG00000015542	2066	81	84	91	127	132	131	80	89
ENSMUSG00000015568	6810	1	1	0	1	0	0	0	3
ENSMUSG00000015575	3261	665	828	730	714	884	942	702	732
ENSMUSG00000015579	1525	0	0	0	0	0	0	0	0
ENSMUSG00000015597	8594	371	290	333	302	656	741	465	541
ENSMUSG00000015599	6959	0	0	0	0	0	0	0	1
ENSMUSG00000015605	4093	936	1553	1523	1791	1262	1339	932	865
ENSMUSG00000015619	3978	1119	1312	1136	1833	3965	5246	3640	3252
ENSMUSG00000015627	3277	1	0	0	0	0	0	0	0
ENSMUSG00000015647	11388	4	8	12	13	2	4	2	1
ENSMUSG00000015652	1377	0	0	0	0	0	0	0	0
ENSMUSG00000015653	12144	0	0	0	0	1	0	0	0
ENSMUSG00000015656	4156	47287	56051	49545	47796	14032	19369	15127	12256
ENSMUSG00000015659	4576	166	192	200	142	261	260	150	229
ENSMUSG00000015665	1390	0	0	0	0	0	0	0	0
ENSMUSG00000015668	2127	459	478	535	500	620	878	586	612
ENSMUSG00000015671	944	3186	3254	3433	3075	2427	2950	2077	2269
ENSMUSG00000015672	768	598	605	666	605	479	606	402	437
ENSMUSG00000015697	6853	2932	2796	3001	2767	2669	2937	2217	2437
ENSMUSG00000015702	2073	42	34	31	46	27	24	5	16
ENSMUSG00000015709	7689	0	0	0	0	2	0	0	0
ENSMUSG00000015711	3618	467	517	489	515	728	825	574	701
ENSMUSG00000015714	3676	2063	2262	2180	2195	2302	2670	1945	2118
ENSMUSG00000015721	4847	0	0	0	0	0	0	0	0
ENSMUSG00000015733	5890	3005	3035	2602	2538	3269	3536	3092	3127
ENSMUSG00000015745	2172	343	521	499	563	556	634	457	647
ENSMUSG00000015747	3991	385	440	452	415	550	707	515	582
ENSMUSG00000015748	5661	1904	2068	2430	1773	1612	1832	1332	1500
ENSMUSG00000015749	3566	18398	19716	19422	18515	24017	26890	21113	22174
ENSMUSG00000015750	3450	376	559	614	641	703	801	566	487
ENSMUSG00000015755	6135	3386	3563	3554	2895	4259	5412	3818	4254
ENSMUSG00000015757	6450	1397	1328	1508	1214	1609	1928	1454	1612
ENSMUSG00000015759	1570	1206	1396	1227	1059	789	895	714	796
ENSMUSG00000015766	12355	3	4	2	3	4	0	6	1
ENSMUSG00000015776	3614	1051	1390	1488	1100	1022	1205	847	899
ENSMUSG00000015787	1920	0	0	0	0	0	0	0	0
ENSMUSG00000015790	1753	292	366	426	454	474	635	407	371
ENSMUSG00000015804	5011	561	708	670	707	767	988	717	659
ENSMUSG00000015806	1788	931	1179	1194	1222	514	561	387	474
ENSMUSG00000015812	521	18	29	33	12	26	35	12	16
ENSMUSG00000015829	12867	9	13	9	12	71	62	47	33
ENSMUSG00000015837	3356	1358	2116	1938	1712	2850	3201	2184	2254
ENSMUSG00000015839	3796	969	977	1104	882	973	962	720	809
ENSMUSG00000015843	2297	0	4	6	0	14	15	12	21
ENSMUSG00000015846	5462	148	282	273	255	233	224	166	171
ENSMUSG00000015850	4198	0	3	1	1	0	1	0	0
ENSMUSG00000015852	2334	0	0	0	0	0	0	0	0
ENSMUSG00000015854	2036	0	0	0	1	0	1	1	7
ENSMUSG00000015869	3407	936	1241	1253	1166	987	1069	781	814
ENSMUSG00000015879	8598	10	12	10	9	0	0	0	0
ENSMUSG00000015880	7066	2493	2056	2044	2047	3194	3645	3024	3504
ENSMUSG00000015882	18855	486	459	324	265	779	823	788	802
ENSMUSG00000015889	2066	5140	5825	6182	6028	5962	6405	4632	5147
ENSMUSG00000015890	2421	1	4	0	2	3	0	0	0
ENSMUSG00000015932	1911	375	419	373	314	279	333	239	364
ENSMUSG00000015937	6809	5978	7761	7169	7903	7464	9261	6259	6258
ENSMUSG00000015942	6200	233	285	264	311	272	264	177	180
ENSMUSG00000015943	1082	36	102	85	192	40	50	32	18
ENSMUSG00000015944	7560	205	264	213	181	765	873	605	634
ENSMUSG00000015947	2589	0	0	0	0	0	0	0	0
ENSMUSG00000015950	3663	10	18	10	5	13	25	19	17
ENSMUSG00000015957	4137	3	3	2	2	0	0	0	0
ENSMUSG00000015961	4531	2073	2762	2195	2303	2135	2773	2174	2296
ENSMUSG00000015962	768	0	0	0	0	0	0	0	0
ENSMUSG00000015966	2728	1608	1709	1489	1527	1871	2277	1638	1139
ENSMUSG00000015968	9242	1	5	3	7	4	7	3	4
ENSMUSG00000015970	6156	2182	2344	2353	2730	2271	2469	1749	1243
ENSMUSG00000015971	2121	668	744	824	848	940	1023	758	739
ENSMUSG00000015980	3637	31	26	28	24	22	37	25	28
ENSMUSG00000015981	2302	0	1	0	0	0	1	0	2
ENSMUSG00000015994	1874	928	780	831	847	962	1122	879	903
ENSMUSG00000016018	3309	2993	2789	3304	3010	2738	3017	2344	2666
ENSMUSG00000016024	4831	4	8	5	1	1	4	3	2
ENSMUSG00000016028	11050	1839	3175	2948	3583	3896	3479	2473	3035
ENSMUSG00000016087	3486	722	803	715	674	1613	1941	1582	1570
ENSMUSG00000016128	8594	18	19	15	21	2	3	1	4
ENSMUSG00000016150	17747	1132	711	580	565	1736	1969	1562	1547
ENSMUSG00000016179	2759	2	2	2	3	48	79	33	22
ENSMUSG00000016181	6530	1542	1609	1709	1621	2917	4569	2858	2473
ENSMUSG00000016194	4251	15	39	12	18	141	217	160	135
ENSMUSG00000016200	10540	19	9	13	14	1257	1128	989	1080
ENSMUSG00000016206	1438	109	140	107	150	245	266	193	180
ENSMUSG00000016239	3812	21	19	20	23	132	172	182	126
ENSMUSG00000016252	1756	1198	1920	2041	2309	1010	1361	829	783
ENSMUSG00000016253	2883	1225	1459	1423	1534	1729	2198	1473	1447
ENSMUSG00000016255	1406	0	0	0	0	0	0	0	0
ENSMUSG00000016256	1441	821	1056	1028	1160	941	1107	707	789
ENSMUSG00000016257	1860	1780	1913	2048	2109	1444	1798	1346	1323
ENSMUSG00000016262	3850	6	6	6	4	18	35	18	19
ENSMUSG00000016283	1551	0	0	1	0	2	8	6	4
ENSMUSG00000016308	2272	668	730	623	672	781	1002	774	737
ENSMUSG00000016319	1646	8424	10366	10371	10768	4546	5556	3958	3892
ENSMUSG00000016327	4201	0	0	0	0	0	0	0	0
ENSMUSG00000016344	1336	331	500	471	563	425	499	285	315
ENSMUSG00000016346	16273	0	0	0	0	0	0	0	0
ENSMUSG00000016349	2084	0	0	0	0	0	0	0	1
ENSMUSG00000016356	4193	8	27	10	18	44	44	33	33
ENSMUSG00000016382	4238	52	19	29	24	35	33	37	30
ENSMUSG00000016386	3425	1	6	2	2	4	0	1	1
ENSMUSG00000016409	4326	931	850	814	855	1081	1229	1015	1093
ENSMUSG00000016427	419	544	682	704	647	537	638	490	446
ENSMUSG00000016458	6195	0	0	0	0	1	0	0	0
ENSMUSG00000016477	4794	1135	1122	1225	1037	760	908	670	735
ENSMUSG00000016481	10349	692	653	610	582	1027	1203	903	973
ENSMUSG00000016487	11135	129	148	142	113	224	238	193	221
ENSMUSG00000016493	7603	52	26	18	38	155	172	137	141
ENSMUSG00000016494	7290	0	2	1	0	0	2	0	0
ENSMUSG00000016495	3799	655	741	652	605	2210	2406	1640	1776
ENSMUSG00000016496	3622	205	237	185	241	449	543	378	363
ENSMUSG00000016498	1645	1	1	5	3	5	1	3	2
ENSMUSG00000016503	2548	1164	1496	1498	1628	682	813	545	548
ENSMUSG00000016510	5127	132	174	155	139	317	332	287	283
ENSMUSG00000016520	4557	418	567	619	528	756	759	507	574
ENSMUSG00000016524	1149	0	0	0	0	0	0	0	0
ENSMUSG00000016526	3178	155	195	246	199	15	40	17	19
ENSMUSG00000016528	3041	856	1165	1316	1125	992	1126	729	757
ENSMUSG00000016529	1310	1	0	4	1	0	1	0	0
ENSMUSG00000016534	9552	643	741	501	452	1500	1439	1221	1306
ENSMUSG00000016541	2425	2837	3078	3311	3171	2556	3246	2261	2490
ENSMUSG00000016552	5939	965	1048	1064	1167	421	422	352	347
ENSMUSG00000016554	1910	4400	5998	6647	7182	3391	4319	2942	2822
ENSMUSG00000016559	2976	9929	12539	10509	11474	12289	16511	12878	10724
ENSMUSG00000016619	4741	2789	3371	3540	2799	3195	3296	2390	2653
ENSMUSG00000016624	4264	27	24	27	31	9	20	5	9
ENSMUSG00000016626	3537	0	0	0	0	0	0	0	0
ENSMUSG00000016637	1012	345	446	480	563	335	400	257	256
ENSMUSG00000016664	3885	511	511	521	671	368	404	296	353
ENSMUSG00000016756	9972	1320	1834	970	995	8722	6591	5029	6131
ENSMUSG00000016757	4010	1695	2555	2696	2988	1894	2227	1486	1317
ENSMUSG00000016758	943	1	7	3	3	25	20	25	16
ENSMUSG00000016763	8346	13	10	8	14	9	11	5	3
ENSMUSG00000016831	6940	2046	2308	2241	1996	2545	2646	1976	2072
ENSMUSG00000016833	1076	487	509	534	488	449	577	407	418
ENSMUSG00000016918	11294	0	2	1	0	0	0	0	0
ENSMUSG00000016921	4810	10324	10652	9757	9699	9588	11999	8743	9329
ENSMUSG00000016933	7857	3424	4125	3735	3550	7789	9134	5859	5970
ENSMUSG00000016940	3009	376	472	416	512	1379	2238	1318	1265
ENSMUSG00000016942	3191	0	0	0	0	0	0	0	0
ENSMUSG00000016946	2751	691	829	842	871	689	816	578	568
ENSMUSG00000016982	3534	0	0	0	0	0	0	1	0
ENSMUSG00000016984	4185	860	827	818	598	730	803	687	770
ENSMUSG00000016995	5174	0	0	0	0	0	0	0	0
ENSMUSG00000016998	731	0	0	0	0	0	0	0	0
ENSMUSG00000017000	535	0	0	0	0	0	0	0	0
ENSMUSG00000017002	1180	2	1	0	0	1	0	0	0
ENSMUSG00000017003	1200	0	0	0	0	0	0	0	0
ENSMUSG00000017004	646	0	0	0	0	0	0	0	0
ENSMUSG00000017007	5732	0	0	0	0	0	0	0	0
ENSMUSG00000017009	2547	0	6	3	3	1	2	4	2
ENSMUSG00000017049	1115	0	0	0	0	0	0	0	0
ENSMUSG00000017057	3712	1	1	1	0	0	0	0	1
ENSMUSG00000017064	1061	0	0	0	0	0	0	0	0
ENSMUSG00000017119	6871	1733	1887	1595	1577	3069	3628	2407	2814
ENSMUSG00000017132	3905	804	1241	1061	1107	2425	2758	1761	1621
ENSMUSG00000017144	4432	19	22	36	16	4	0	2	1
ENSMUSG00000017146	8533	2354	2295	2581	1862	1803	2069	1662	2018
ENSMUSG00000017165	460	0	1	3	0	0	1	0	0
ENSMUSG00000017167	5875	3	10	5	19	15	11	6	17
ENSMUSG00000017176	3420	1588	1934	2071	2086	1701	2218	1471	1663
ENSMUSG00000017188	886	447	580	609	709	548	726	445	508
ENSMUSG00000017195	1683	24	12	18	18	38	34	28	44
ENSMUSG00000017204	2726	0	0	0	2	1	0	0	0
ENSMUSG00000017210	6528	1959	2832	2681	3072	3041	3599	2416	2341
ENSMUSG00000017211	3083	0	0	0	0	1	0	0	0
ENSMUSG00000017221	4967	2955	4810	5088	5986	3677	4490	2799	2618
ENSMUSG00000017264	3594	2552	2904	3314	3594	2907	3607	2504	2640
ENSMUSG00000017286	6005	2112	2010	2138	2352	1203	1440	1148	1270
